group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
fast_fib,,28,,,1045541.0,ns,139803
fast_fib,,28,,,2039500.0,ns,279606
fast_fib,,28,,,3014417.0,ns,419409
fast_fib,,28,,,4051458.0,ns,559212
fast_fib,,28,,,5018583.0,ns,699015
fast_fib,,28,,,5805291.0,ns,838818
fast_fib,,28,,,6894417.0,ns,978621
fast_fib,,28,,,8156834.0,ns,1118424
fast_fib,,28,,,9358583.0,ns,1258227
fast_fib,,28,,,9830083.0,ns,1398030
fast_fib,,28,,,10770625.0,ns,1537833
fast_fib,,28,,,11677208.0,ns,1677636
fast_fib,,28,,,12669917.0,ns,1817439
fast_fib,,28,,,13745250.0,ns,1957242
fast_fib,,28,,,14919333.0,ns,2097045
fast_fib,,28,,,15710709.0,ns,2236848
fast_fib,,28,,,16637875.0,ns,2376651
fast_fib,,28,,,17982375.0,ns,2516454
fast_fib,,28,,,18701125.0,ns,2656257
fast_fib,,28,,,19396666.0,ns,2796060
fast_fib,,28,,,20839458.0,ns,2935863
fast_fib,,28,,,22178625.0,ns,3075666
fast_fib,,28,,,22773042.0,ns,3215469
fast_fib,,28,,,23674375.0,ns,3355272
fast_fib,,28,,,25759708.0,ns,3495075
fast_fib,,28,,,26412250.0,ns,3634878
fast_fib,,28,,,26668250.0,ns,3774681
fast_fib,,28,,,27278500.0,ns,3914484
fast_fib,,28,,,28174417.0,ns,4054287
fast_fib,,28,,,29979625.0,ns,4194090
fast_fib,,28,,,31206000.0,ns,4333893
fast_fib,,28,,,31591750.0,ns,4473696
fast_fib,,28,,,32747334.0,ns,4613499
fast_fib,,28,,,34303750.0,ns,4753302
fast_fib,,28,,,34176834.0,ns,4893105
fast_fib,,28,,,35875250.0,ns,5032908
fast_fib,,28,,,36955125.0,ns,5172711
fast_fib,,28,,,36969250.0,ns,5312514
fast_fib,,28,,,37775708.0,ns,5452317
fast_fib,,28,,,40191708.0,ns,5592120
fast_fib,,28,,,40022042.0,ns,5731923
fast_fib,,28,,,40746667.0,ns,5871726
fast_fib,,28,,,42441375.0,ns,6011529
fast_fib,,28,,,43264458.0,ns,6151332
fast_fib,,28,,,44785958.0,ns,6291135
fast_fib,,28,,,47336458.0,ns,6430938
fast_fib,,28,,,50009833.0,ns,6570741
fast_fib,,28,,,48374459.0,ns,6710544
fast_fib,,28,,,48988917.0,ns,6850347
fast_fib,,28,,,50434833.0,ns,6990150
fast_fib,,28,,,51374833.0,ns,7129953
fast_fib,,28,,,52395917.0,ns,7269756
fast_fib,,28,,,53021625.0,ns,7409559
fast_fib,,28,,,54334333.0,ns,7549362
fast_fib,,28,,,55249375.0,ns,7689165
fast_fib,,28,,,55463500.0,ns,7828968
fast_fib,,28,,,56059958.0,ns,7968771
fast_fib,,28,,,56846917.0,ns,8108574
fast_fib,,28,,,57703792.0,ns,8248377
fast_fib,,28,,,58609250.0,ns,8388180
fast_fib,,28,,,59543375.0,ns,8527983
fast_fib,,28,,,61661542.0,ns,8667786
fast_fib,,28,,,61769959.0,ns,8807589
fast_fib,,28,,,63099166.0,ns,8947392
fast_fib,,28,,,62774083.0,ns,9087195
fast_fib,,28,,,64815125.0,ns,9226998
fast_fib,,28,,,65800209.0,ns,9366801
fast_fib,,28,,,68203041.0,ns,9506604
fast_fib,,28,,,68408625.0,ns,9646407
fast_fib,,28,,,68738625.0,ns,9786210
fast_fib,,28,,,71258333.0,ns,9926013
fast_fib,,28,,,71156666.0,ns,10065816
fast_fib,,28,,,71239458.0,ns,10205619
fast_fib,,28,,,72120958.0,ns,10345422
fast_fib,,28,,,73863125.0,ns,10485225
fast_fib,,28,,,74478416.0,ns,10625028
fast_fib,,28,,,75748708.0,ns,10764831
fast_fib,,28,,,77393292.0,ns,10904634
fast_fib,,28,,,76905875.0,ns,11044437
fast_fib,,28,,,78096459.0,ns,11184240
fast_fib,,28,,,78997959.0,ns,11324043
fast_fib,,28,,,82895583.0,ns,11463846
fast_fib,,28,,,81958875.0,ns,11603649
fast_fib,,28,,,84848167.0,ns,11743452
fast_fib,,28,,,86723250.0,ns,11883255
fast_fib,,28,,,86456042.0,ns,12023058
fast_fib,,28,,,86788084.0,ns,12162861
fast_fib,,28,,,86182041.0,ns,12302664
fast_fib,,28,,,87392625.0,ns,12442467
fast_fib,,28,,,88136875.0,ns,12582270
fast_fib,,28,,,90608917.0,ns,12722073
fast_fib,,28,,,90789916.0,ns,12861876
fast_fib,,28,,,92831083.0,ns,13001679
fast_fib,,28,,,92803000.0,ns,13141482
fast_fib,,28,,,94957709.0,ns,13281285
fast_fib,,28,,,94319750.0,ns,13421088
fast_fib,,28,,,95184666.0,ns,13560891
fast_fib,,28,,,95296709.0,ns,13700694
fast_fib,,28,,,97539917.0,ns,13840497
fast_fib,,28,,,99123375.0,ns,13980300
